0.00779	 1.03912
0.01605	 1.06689
0.02900	 1.10262
0.07507	 1.20318
0.10579	 1.24496
0.15971	 1.28226
0.20000	 1.29863
0.22132	 1.30051
0.37205	 1.29303
0.40000	 1.27873
0.42875	 1.25888
0.44634	 1.24605
0.46636	 1.22500
0.48381	 1.20066
0.50162	 1.17763
0.51214	 1.16455
0.56797	 1.05936
0.58091	 1.03225
0.59386	 1.00637
0.60000	 0.98557
0.61731	 0.94993
0.62782	 0.92080
0.64239	 0.89581
0.65776	 0.86713
0.67070	 0.83681
0.68364	 0.80863
0.69739	 0.78175
0.71358	 0.75633
0.73057	 0.72851
0.74676	 0.70054
0.76376	 0.67743
0.78157	 0.65863
0.80000	 0.63492
0.81719	 0.61189
0.83500	 0.59663
0.85266	 0.57844
0.86982	 0.55637
0.89006	 0.53695
0.90723	 0.51877
0.92569	 0.50366
0.94351	 0.48828
0.96132	 0.47153
0.97509	 0.46319
1.00000	 0.44544
1.03117	 0.41925
1.04798	 0.40741
1.06661	 0.39480
1.08362	 0.38375
1.10117	 0.37596
1.15733	 0.34646
1.17515	 0.33771
1.20000	 0.33274
