0.01215	 1.21096
0.01705	 1.24823
0.02112	 1.26896
0.02926	 1.30498
0.03820	 1.33492
0.04714	 1.36466
0.05688	 1.39147
0.06745	 1.42217
0.07882	 1.45054
0.09181	 1.47694
0.10723	 1.50360
0.12427	 1.53009
0.14230	 1.55407
0.16159	 1.57504
0.17781	 1.58649
0.20000	 1.59975
0.21186	 1.60849
0.22970	 1.61620
0.25305	 1.62797
0.27321	 1.63366
0.28969	 1.63843
0.30752	 1.64383
0.32536	 1.64695
0.34319	 1.65018
0.36053	 1.65393
0.37156	 1.65709
0.40000	 1.66116
0.42424	 1.66268
0.44207	 1.66579
0.45990	 1.66857
0.47449	 1.66820
0.51339	 1.66948
0.53122	 1.67210
0.54905	 1.67366
0.56689	 1.67575
0.58471	 1.67636
0.60000	 1.67680
0.66162	 1.67721
0.68034	 1.67336
0.70140	 1.65730
0.71564	 1.63167
0.72485	 1.60506
0.73618	 1.57620
0.74667	 1.53436
0.76204	 1.49227
0.77336	 1.46744
0.78144	 1.43533
0.78903	 1.40870
0.80000	 1.37729
0.81459	 1.34763
0.82429	 1.32234
0.83480	 1.29447
0.84531	 1.25977
0.85744	 1.23266
0.86876	 1.20558
0.88008	 1.17526
0.89221	 1.14918
0.90435	 1.12099
0.91729	 1.09433
0.93023	 1.06500
0.94398	 1.03718
0.95774	 1.01231
0.97068	 0.98565
0.98120	 0.96210
1.00000	 0.92873
1.01680	 0.90171
1.03299	 0.87605
1.04917	 0.84983
1.06698	 0.82189
1.08398	 0.79641
1.10098	 0.77458
1.11879	 0.75407
1.13660	 0.73025
1.15441	 0.70985
1.17222	 0.69344
1.20000	 0.67715
