0.03255	 3.87080
0.04033	 3.94183
0.04751	 4.03358
0.05867	 4.09923
0.06987	 4.17616
0.08040	 4.23963
0.09116	 4.31692
0.10432	 4.39100
0.12173	 4.48574
0.13302	 4.55963
0.14319	 4.62732
0.15575	 4.68593
0.16875	 4.75053
0.18086	 4.79680
0.19401	 4.84094
0.20717	 4.88453
0.22080	 4.93055
0.23212	 4.96084
0.24662	 5.00389
0.25977	 5.03905
0.27309	 5.07433
0.28464	 5.09875
0.30472	 5.12937
0.31835	 5.14406
0.33488	 5.16082
0.34787	 5.16966
0.36497	 5.18399
0.37859	 5.19313
0.39126	 5.20151
0.40441	 5.20728
0.41756	 5.20624
0.43031	 5.20246
0.44385	 5.19574
0.45595	 5.18701
0.46954	 5.16536
0.48435	 5.14546
0.49763	 5.11322
0.50766	 5.09068
0.52331	 5.02488
0.53346	 4.94367
0.54003	 4.89548
0.54899	 4.82262
0.55495	 4.75350
0.56152	 4.67729
0.56809	 4.61674
0.57405	 4.54852
0.58062	 4.48079
0.58778	 4.41496
0.59465	 4.35073
0.60091	 4.27930
0.60808	 4.20649
0.61524	 4.14216
0.62181	 4.07872
0.62897	 4.01691
0.63733	 3.94360
0.64509	 3.86188
0.65285	 3.78608
0.66210	 3.70579
0.66897	 3.64545
0.67673	 3.57876
0.68676	 3.50781
0.69536	 3.41984
0.70240	 3.35022
0.71076	 3.28190
0.72076	 3.21982
0.73094	 3.13560
0.74479	 3.02473
0.75614	 2.94568
0.76569	 2.87300
0.77405	 2.80094
0.78539	 2.73234
0.79734	 2.66142
0.81286	 2.57184
0.82421	 2.49565
0.83476	 2.45269
0.84810	 2.36972
0.86064	 2.30729
0.87342	 2.24559
0.88812	 2.17051
0.89994	 2.11189
0.91272	 2.06135
0.92670	 2.00443
0.93948	 1.95056
0.95394	 1.90076
0.96711	 1.86624
0.98011	 1.82364
0.99110	 1.78297
