0.00388	 1.01638
0.03859	 1.04358
0.05254	 1.05114
0.07696	 1.06777
0.10443	 1.07784
0.11496	 1.08140
0.15066	 1.09221
0.18584	 1.09369
0.20000	 1.09198
0.22276	 1.09076
0.23933	 1.08933
0.25873	 1.08157
0.27623	 1.07248
0.29324	 1.06305
0.32208	 1.04515
0.33940	 1.02752
0.35722	 1.01054
0.37422	 0.99201
0.40000	 0.95921
0.41712	 0.93531
0.43493	 0.90943
0.45274	 0.88401
0.47054	 0.85870
0.48754	 0.83338
0.50847	 0.80197
0.52315	 0.77581
0.53852	 0.74710
0.55308	 0.71796
0.56846	 0.68950
0.58464	 0.65914
0.60000	 0.63350
0.61620	 0.60532
0.63401	 0.58138
0.65181	 0.55687
0.66962	 0.53020
0.68743	 0.50523
0.70524	 0.48563
0.72305	 0.46397
0.74086	 0.44277
0.75868	 0.42694
0.77649	 0.40825
0.80000	 0.39074
0.81392	 0.37524
0.84128	 0.35375
0.85819	 0.34016
0.87691	 0.32694
0.89311	 0.31567
0.91026	 0.30184
0.93057	 0.29016
0.94413	 0.27999
0.96554	 0.26756
0.98448	 0.26060
1.00000	 0.25423
1.01994	 0.24134
1.04187	 0.23166
1.06381	 0.22199
1.08706	 0.21650
1.10049	 0.21186
1.12023	 0.20267
1.14423	 0.19585
1.16254	 0.18988
1.17421	 0.18846
1.20000	 0.18610
