0.00396	 1.10833
0.01129	 1.14399
0.01942	 1.17707
0.02755	 1.20587
0.03568	 1.23466
0.04624	 1.26264
0.05680	 1.28839
0.06736	 1.31836
0.08035	 1.34464
0.09658	 1.37329
0.11443	 1.39844
0.13228	 1.41789
0.15012	 1.43379
0.16796	 1.45072
0.18580	 1.46446
0.20000	 1.47317
0.22148	 1.48577
0.23445	 1.49213
0.26156	 1.50374
0.28008	 1.50988
0.30113	 1.51661
0.31714	 1.51838
0.33497	 1.52184
0.35281	 1.52759
0.37064	 1.52979
0.40000	 1.53531
0.40792	 1.53923
0.42575	 1.53972
0.44277	 1.54216
0.46790	 1.54410
0.53273	 1.53826
0.55039	 1.53154
0.56837	 1.52083
0.58618	 1.50180
0.60000	 1.47566
0.62419	 1.40351
0.63470	 1.37847
0.64602	 1.34907
0.65653	 1.31734
0.66704	 1.28884
0.67755	 1.26003
0.68887	 1.23436
0.69939	 1.20968
0.70909	 1.18038
0.72014	 1.15317
0.73011	 1.12434
0.74013	 1.09548
0.75253	 1.07390
0.76610	 1.04536
0.78349	 1.00603
0.80000	 0.97841
0.81828	 0.93339
0.83203	 0.90904
0.84660	 0.88056
0.86197	 0.85448
0.87816	 0.82626
0.89515	 0.79894
0.91214	 0.77045
0.92429	 0.75264
0.95019	 0.71628
0.96800	 0.69291
0.98581	 0.67149
1.00000	 0.65143
1.01819	 0.63208
1.05706	 0.59472
1.07487	 0.57634
1.09268	 0.56016
1.11034	 0.54204
1.12832	 0.52884
1.14613	 0.51575
1.16395	 0.50380
1.17610	 0.49928
1.20000	 0.48771
