0.03016	 3.87767
0.03674	 3.94173
0.04452	 4.00812
0.05349	 4.08824
0.06246	 4.15060
0.07083	 4.21735
0.07941	 4.28564
0.08758	 4.35170
0.09536	 4.41121
0.10337	 4.46869
0.11589	 4.54659
0.12705	 4.60956
0.13822	 4.68555
0.14951	 4.74629
0.15994	 4.78879
0.17489	 4.86345
0.18625	 4.92379
0.20001	 4.98537
0.20983	 5.01420
0.22033	 5.05658
0.23396	 5.09406
0.24664	 5.13098
0.26003	 5.16780
0.27174	 5.20680
0.28609	 5.24000
0.29900	 5.26465
0.31239	 5.29399
0.32469	 5.32236
0.33989	 5.35152
0.35089	 5.37276
0.36021	 5.38623
0.37894	 5.41039
0.39942	 5.43809
0.41041	 5.44080
0.42237	 5.44390
0.43671	 5.44553
0.44986	 5.44913
0.46287	 5.44666
0.47854	 5.43972
0.48954	 5.43247
0.50483	 5.41207
0.51762	 5.39127
0.53125	 5.35354
0.54466	 5.30370
0.55692	 5.22046
0.56575	 5.12684
0.57311	 5.04020
0.58008	 4.97003
0.58565	 4.90140
0.59142	 4.82825
0.59798	 4.75637
0.60455	 4.68095
0.61111	 4.60674
0.61668	 4.55078
0.62472	 4.48252
0.63380	 4.39925
0.63937	 4.34361
0.64454	 4.29016
