0.00269	 4.07830
0.00308	 3.99698
0.00390	 4.18533
0.00690	 4.30159
0.00931	 4.43494
0.01230	 4.51789
0.01347	 4.63332
0.01771	 4.73635
0.02250	 4.83201
0.02425	 4.93006
0.03169	 5.04035
0.03675	 5.12020
0.04145	 5.17919
0.04594	 5.24896
0.05240	 5.33045
0.06077	 5.42115
0.06919	 5.50300
0.07697	 5.56448
0.08594	 5.63329
0.09823	 5.69870
0.11022	 5.75303
0.12361	 5.79696
0.13676	 5.83946
0.14951	 5.86522
0.16306	 5.90143
0.17621	 5.92508
0.18816	 5.94454
0.20131	 5.95037
0.22713	 5.97503
0.23717	 5.97567
0.25510	 5.98626
0.27243	 5.99003
0.28140	 5.99403
0.30530	 5.99786
0.31785	 5.99695
0.33399	 6.01171
0.34713	 6.01313
0.35729	 6.01408
0.37522	 6.01846
0.39375	 6.02393
0.40618	 6.02485
0.42602	 6.03413
0.43917	 6.03391
0.45231	 6.03397
0.46486	 6.03138
0.48518	 6.03569
0.50610	 6.03990
0.51925	 6.04460
0.53239	 6.04386
0.54568	 6.04910
0.55969	 6.04733
0.57184	 6.05133
0.58498	 6.04430
0.59813	 6.04000
0.61128	 6.03978
0.62442	 6.03929
0.63757	 6.03989
0.65072	 6.03967
0.66387	 6.04000
0.67701	 6.03951
0.69016	 6.04010
0.70331	 6.04074
0.71646	 6.04701
0.72960	 6.03999
0.73857	 6.03683
0.75470	 6.03692
0.77741	 6.03588
0.79534	 6.02828
0.80848	 6.02807
0.82163	 6.03030
0.83343	 6.02056
0.84075	 5.95128
0.84671	 5.87936
0.85149	 5.82749
0.85746	 5.75427
0.86342	 5.68399
0.86999	 5.61353
0.87536	 5.54794
0.88073	 5.47537
0.88670	 5.42001
0.89267	 5.34071
0.89923	 5.27248
0.90460	 5.21203
0.91296	 5.13349
0.92132	 5.06292
0.93067	 4.96695
0.93684	 4.90582
0.94340	 4.83859
0.94937	 4.77815
0.95594	 4.70916
0.96490	 4.64051
0.97325	 4.58007
0.98042	 4.51912
0.99057	 4.43620
0.99761	 4.38978
